18,የመንገደኛ እቃዎች ሲጫኑ መደረግ ያለበት ተግባር የቱ ነው?,ሀ) እቃዎችን በሚገባ ማሸግና ማሰር,ለ) በአንድ ላይ መጫን የሌለባቸውን እቃዎች መለየት,ሐ) እቃው በሚጫንበት ጊዜ የእቃውን አያያዝና አቀማመጥ መወሰን,መ) ሁሉም መልስ ይሆናሉ,,መ
19,የመንገደኞችን እቃዎች በአግባቡ መቆጣጠርና ማድረስ ከሚያስገኛቸው ጥቅሞች ውስጥ የማይካተተው?,ሀ) በጉዞ ወቅት ጊዜን ይቆጥባል,ለ) የአሽከርካሪውን ታማኝነት ይጨምራል,ሐ) ከኪሳራ ያድናል,መ) መልሱ አልተሰጠም,,መ
20,ለአካል ጉዳተኛ ተጓዦች የተለየ ትኩረትና እንክብካቤ ማድረግ ያስፈልጋል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
21,አሽከርካሪዎች ለአካል ጉዳተኞች የቅድሚያ ትኬት እንዲያገኙ ማድረግ አለባቸው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
22,አካል ጉዳተኞች መኪና ውስጥ በሚሳፈሩበት ጊዜ መቀመጥ ያለባቸው ከሹፌሩ አጠገብ ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
23,አንድ አሽከርካሪ የቀጣሪ ድርጅቱን መርሆችና ሥርዓቶችን ጠንቅቆ መረዳት አለበት፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
24,በትራንስፖርት ዘርፍ የተሰማራ አንድ አሽከርካሪ ሊያውቀው የሚገባ ጉዳይ የሆነው የቱ ነው?,ሀ) የአካባቢውን እሴት ማወቅ,ለ) የአካባቢውን ሀይማኖት መረዳት,ሐ) የህብረተሰቡን ባህል ማወቅ,መ) ሁሉም መልስ ነው,,መ
25,በመኪና ላይ የሚጫን የመንገደኞች እቃ ቢጠፋ /ቢሰረቅ/ ተጠያቂው የተሽከርካሪው ባለቤት ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
26,በመኪና ላይ ለሚጫን እቃ የአሽከርካሪው ሀላፊነት እቃውን መጫንና ማውረድን ያካትታል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
27,የጉዞ መረጃዎች የሚባሉት?,ሀ) የጉዞ መስመር ካርታ,ለ) የማህበረሰቡን ባህልና ወግ ማወቅ,ሐ) የእርዳታ መስጫ አድራሻዎችን ማወቅ,መ) ሁሉም መልስ ይሆናሉ,,መ
28,በትራንስፖርት ዘርፍ የተሽከርካሪው ባለቤት የሥራ ድርሻ ከሆኑት ውስጥ ብቃት ያለው አሽከርካሪ ማቅረብን ያካትታል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
29,በትራንስፖርት አገልግሎት ዘርፍ ውስጥ ከቁጥጥር ደረጃዎች ውስጥ የሚካተተው የቱ ነው?,ሀ) ባለንብረቶች,ለ) አሽከርካሪዎች,ሐ) እረዳቶች,መ) ሁሉም መልስ ይሆናሉ,,መ
30,የተሳፋሪውን ብዛት መቁጠር የአሽከርካሪው ሀላፊነት ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
31,ለተሳፋሪዎች መረጃ የመስጠት ሀላፊነት የረዳቱ ነው?,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
32,በጉዞ ወቅት አደጋ በሚያጋጥምበት ጊዜ መረጃ የሚተላለፍለት አካል የቱ ነው?,ሀ) ፖሊስ,ሐ) ህክምና መስጫ,ለ. ቀይ መስቀል,መ) ሁሉም መልስ,,መ
33,በጉዞ ወቅት የባለንብረቱ የሥራ ኃላፊነት ለተሳፋሪዎች የሻይ ቡና ሰዓትን ማሳወቅና ማክበር ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
34,የተሽከርካሪን ፍጥነት መቆጣጠር የሥራ ላይ ሁኔታ ተብሎ ይገለጻል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
35,ተሳፋሪን ከታሪፍ ውጪ ማስከፈል ህገ ወጥ ነው ፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
36,የተሳፍሪ እቃ ሲጫን የእቃው ታግ ለተሳፋሪው መሰጠት ይገባዋል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
37,ተሳፋሪዎች ሻንጣዎቻቸውን የፈለጉበት ቦታ ማስቀመጥ ይችላሉ፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
38,እቃዎች በተሽከርካሪ ላይ ሲጫኑ የት ቦታ ላይ መቀመጥ እንዳለባቸው የሚወስነው ባለንብረቱ ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
39,በጉዞ ላይ መንገደኞች የራሳቸውን እቃ የመጠበቅ ሀላፊነት አለባቸው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
40,በተሳፋሪ ሻንጣ ላይ የተለጠፈን ታግ እቃው ከወረደና ባለቤቱ ከተረከበ በኋላ ተገንጥሎ መሰብሰብ አለበት፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
41,በተሳፋሪ ሻንጣ ውስጥ ምን ምን እንዳለ የመፈተሸ ተግባር የረዳት ኃላፊነት ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
42,የጐማውን ንፍስ መጠን መቆጣጠር የግንኙነት መርህ ተብሎ ይጠራል፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
43,ተሳፋሪዎች እንደ አወራረዳቸው ቅደም ተከተል መሠረት መቀመጥ አለባቸው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
44,ተሳፋሪዎች በጉዞ ላይ እስከ ስንት ኪሎ ግራም ድረስ እቃ በነጻ ተሽከርካሪ ላይ ማስጫን ይችላሉ?,ሀ) 25,ለ) 30,ሐ) 40,መ) 55,,ሀ
45,በህዝብ ትራንስፖርት አገልግሎት ውስጥ የመንገድ ህግጋትን የማክበርና የመፈፀም ሀላፊነት የማን ነው?,ሀ) የአሽከርካሪው,ለ) የረዳቱ,ሐ) የባለንብረቱ,መ) የሁሉም,,ሀ
46,ጥራቱን የጠበቀ ተሸከርካሪ አቅርቦ አገልግሎቱን ቀልጣፋና አስተማማኝ ማድረግ የትራንስፖርት ባለስልጣን የሥራ ድርሻ ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
47,በተሳፋሪ ሻንጣ ውስጥ ምን ምን እንዳለ የመፈተሸ ተግባር የተሽከርካሪው ባለንብረት ነው፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ለ
48,በህዝብ ማመላለሻ አውቶቡስ ውስጥ የሚለጠፍ ማስታወቂያ ሊይዝ የሚገባው መረጃ የሆነው የቱ ነው?,ሀ) የተሳፋሪ ብዛት,ለ) የተሳፋሪ መብትና ግዴታ,ሐ. የባለንብረት አድራሻና ስልክ,መ. ሁሉም መልስ ይሆናሉ,,መ
49,በህዝብ ማመላለሻ ትራንስፖርት ተሸከርካሪው ተበላሽቶ ከቆመና ለጥገና ረጅም ጊዜ የሚወስድ ከሆነ አሽከርካሪው መመለስ አለበት፡፡,ሀ) እውነት,ለ) ሀሰት,,,,ሀ
50,ስለ ከተማ አውቶቡስ ትክክል የሆነው የቱ ነው?,ሀ) ትኬቱ ለተሳፋሪው,ለ) ትኬቱ ለማንኛውም,ሐ) አንድ ሰው,መ) ሁሉም,,ሀ
51,አንድ የሕዝብ ማመላለሻ አሽከርካሪ በሰጠው አገልግሎት መጠን ልክ የአገልግሎት ክፍያ የማስከፈል መብት አለው፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
52,በህዝብ ማመላለሻ ትራንስፖርት የአገልግሎት ክፍያ እንደ ስምምነቱ መሰረት በኮንትራት ለአንድ ጊዜ ጉዞ ያገለግላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
53,አንድ አሽከርካሪ የተሳፋሪዎችን እቃ በሚገባ ማሸግና ማሰር አለበት፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
54,ቱሪስቶችን የሚያጓጉዝ አሽከርካሪ በቅድሚያ ማዘጋጀት ያለበት የቱን ነው?,ሀ. በቂ ገንዘብና ነዳጅ,ለ. ድንኳንና ልብሶችን,ሐ. የመጀመሪያ የህክምና መስጫ መሣሪያ,መ. ሁሉም መልስ,,መ
55,ተማሪ የሚያጓጉዝ አሽከርካሪ ሞተር ሳይጠፋ ወርዶ ተማሪዎቹ በሙሉ ወደ ተሸከርካሪው መግባታቸውን ማረጋገጥ አለበት,ሀ. እውነት,ለ. ሀሰት,,,,ለ
56,ከሚከተሉት አንዱ ከጉዞ ዓይነቶች ውስጥ አይመደብም፡፡,ሀ. መካከለኛ ጉዞ,ለ. እረጅም ጉዞ,ሐ. የከተማ ውስጥ ጉዞ,መ. መልሱ አልተሰጠም,,መ
57,ተሸከርካሪው ሙሉ ለሙሉ በመቆሚያ ቦታ ቆሞ በር ከመከፈቱ በፊት መንገደኞች ከመቀመጫቸው መነሳት እንደሌለባቸው የማሳሰብ ኃላፊነት የማን ነው?,ሀ. የረዳቱ,ለ. የአሽከርካሪው,ሐ. የሱፐርቫይዘሩ,መ. የሁሉም,,ሀ
58,አንድ የሕዝብ ትራንስፖርት የሚያሽከረክር አሽከርካሪ የተሳፋሪዎችንና የሻንጣዎቻቸዉን ደሕንነት ጠብቆ በተፈለገው ቀንና ሰአት የማድረስ ሀላፊነት አለበት,ሀ/ እውነት,ለ/ ሀሰት,,,,ሀ
59,አንድ የሕዝብ ትራንስፖርት አሽከርካሪ የተሳፋሪዎችን ዕቃ ፖርቶ መጋሊያ ላይ ወጥቶ የመጫን ግዴታ አለበት,ሀ/ እውነት,ለ/ ሀሰት,,,,ለ
60,አንድ የሕዝብ ትራንስፖርት የሚያሽከረክር አሽከርካሪ አካል ጉዳተኞችን የጫነና መንገዱ የተበላሸ ቢሆን ምን ማድረግ አለበት?,ሀ/ በከፍተኛ ፍጥነት,ለ/ ከተሸከርካሪው ወርደው በእግር እንዲሄዱ ማድረግ,ሐ/ በዝቅተኛ ፍጥነት,መ/ ሁሉም መልስ,,ሐ
61,አንድ የሕዝብ ትራንስፖርት የሚያሽከረክር አሽከርካሪ ጉዞ ከመጀመሩ በፊት ሀ/ ዕቅድ እና የጉዞ መስመር ካርታ ማወቅ አለበት,ሀ. እውነት,ለ. ሀሰት,ሐ. የረዳቱ,መ. የባለንብረቱ,,መ
62,አንድ የሕዝብ ትራንስፖርት የሚያሽከረክር አሽከርካሪ የሚጓዝበትን አካባቢ ባሕል እና ሐይማኖት ማወቅ አይስፈልገውም,ሀ. እውነት,ለ. ሀሰት,,,,ለ
63,በሚመለከተው መ/ቤት ለጉዞ የተመደበውን የትራንስፖርት ታሪፍ የማስከፈል ግዴታ የነው፡፡,ሀ. አሽከርካሪው,ለ. የተሳፋሪው,ሐ. የረዳቱ,መ. የባለንብረቱ,,ሀ
64,ለህዝብ ትራንስፖርት አገልግሎት የሚውልን ደረሰኝ የማሳተም መብት የማን ነው?,ሀ. የአሽከርካሪው,ለ. የተሣፋሪው,ሐ. የረዳቱ,መ. የባለንብረቱ,,መ
65,በሕዝብ ማመላሻ ትራንስፖርት ውስጥ ተሣፋሪዎች በመቀመጫ ወንበሮች ላይ መቀመጥ ያለባቸው በአወራረዳቸው ቅድም ተከተል መሠረት መሆን አለበት,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
66,አንድ ተሣፋሪ ዕቃውን ሲረከብ ዕቃው ላይ የተለጠፈውን ታግ ገንጥሎ መጣል አለበት,ሀ. እውነት,ለ. ሀሰት,,,,ለ
67,በአንድ ላይ መጫን የሌለባቸውን እቃዎች አስቀድሞ መለየት እቃዎቹ እንዳይበላሹ ለመከላከል ይጠቅማል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ሀ
68,እቃዎች በተሸከርከሪ ላይ ሲጫኑ በተገኘው ቦታ ላይ መሆን አለበት,ሀ. እውነት,ለ. ሀሰት,,,,ለ
69,መልካሙንና መጥፎውን መለየት የሚያስችል ዘርፍ ሙያ ይባላል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
70,በአሁን ወቅት በሀገራችን ለአካል ጉዳተኛ ተጓዦች በቂና የተሟላ አገልግሎት በመሰጠት ላይ ይገኛል፡፡,ሀ. እውነት,ለ. ሀሰት,,,,ለ
71,እያንዳንዱ በተሸከርካሪ ላይ የሚጫን እቃ የራሱ የሆነ የአጫጫንና አያያዝ ደንብና ስርአት አለዉ,ሀ/እውነት,ለ/ ሀሰት,,,,ሀ
72,ተሳፋሪዎች የራሳቸዉን እቃ እራሳቸዉ መጫንና ማውረድ አለባቸዉ,ሀ/እውነት,ለ/ ሀሰት,,,,ለ
73,አሽከርካሪዎች ለተሳፋሪዎች ተገቢዉን አክብሮትና ክብር መስጠት አለባቸዉ,ሀ/እውነት,ለ/ ሀሰት,,,,ሀ
74,አብዛኛዉን ጊዜ ሱፐርቫይዘሩ እቃ የሚጭንና የሚያወርድ ሰዉ ነዉ,ሀ/እዉነት,ለ/ሀሰት,,,,ለ
75,እያንዳንዱ በተሸከርካሪ ላይ የሚጫን እቃ የራሱ የሆነ የአጫጫንና አያያዝ ስርዓት አለዉ,ሀ/እውነት,ለ/ ሀሰት,,,,ሀ
76,ተሳፋሪዎች የራሳቸዉን እቃ እራሳቸዉ መጫንና ማውረድ የለባቸውም,ሀ/እውነት,ለ/ ሀሰት,,,,ለ
77,አሽከርካሪዎች ለተሳፋሪዎች ተገቢዉን አክብሮትና ክብር መስጠት ያለባቸው እንደ አለባበስና ቁመናቸው መሆን ይኖርበታል,ሀ/እውነት,ለ/ ሀሰት,,,,ለ
78,በአብዛኛዉን ጊዜ ሱፐርቫይዘር የጉዞ ሥምሪት የሚፈቅድ ሠራተኛ ነው,ሀ/እውነት,ለ/ ሀሰ,,,,ለ
79,አንድ አሽከርካሪ ተሳፋሪ ሙሉ ለሙሉ ወርዶ ከጨረሰና በር ከተዘጋ በኋላ ተሸከርካሪዉን ማንቀሳቀስ ይኖርበታል,ሀ/እውነት,ለ/ ሀሰት,,,,ሀ
